N,P,K,temperature,humidity,pH,rainfall,crop,yield
100.0,39.0,23.0,21.95658693,68.68673621,7.92980429,203.62222207,wheatatta,2745.2
73.0,51.0,36.0,20.68026687,77.20942314,6.28849683,253.17479359,mungbean,20043.69
69.0,43.0,16.0,26.69177236,75.11946968,7.31658641,93.92504088,copra,14683.08
82.0,35.0,44.0,19.74701392,58.40687997,7.19636504,214.74818722,wheatatta,4903.28
90.0,60.0,20.0,23.59815144,72.26410189,6.48391745,299.00826559,rajgir,11398.7
83.0,39.0,18.0,25.29858362,67.02527116,7.37526409,167.59811887,rice,4231.16
99.0,36.0,39.0,22.01329368,57.55989177,7.18924939,155.76473155,varagu,21478.13
87.0,47.0,21.0,20.41041663,66.84161219,6.36921183,187.77753424,seam,22653.27
92.0,40.0,15.0,24.62623407,81.41335862,7.00071126,265.43876033,rice,2565.51
87.0,45.0,22.0,23.90461464,77.47309559,7.8042312,206.86211547,varagu,15564.5
64.0,53.0,41.0,19.54774435,70.94109781,6.23155823,247.07755928,redgram,23604.88
61.0,54.0,37.0,22.94166547,61.1122078,7.53948188,72.85114188,beans,11830.66
98.0,36.0,25.0,21.26899154,57.31586698,6.26675928,202.93884023,ladiesfinger,15680.27
81.0,47.0,38.0,21.2063945,75.18038742,7.12346857,184.79250046,suvarnagadde,17334.94
71.0,46.0,24.0,20.69901012,81.82651515,7.60417247,175.19980388,spongegourd,23655.12
65.0,42.0,39.0,25.70761912,69.03764147,7.45310606,207.70300008,urddal,19066.58
94.0,48.0,38.0,24.49716112,75.14648611,5.58504697,202.69201393,betalleaves,14622.63
94.0,47.0,25.0,20.4618796,80.41797853,7.86754533,105.03324952,tapioca,19753.92
92.0,48.0,45.0,20.03261707,77.67305019,6.04234537,84.6241408,peascod,12798.57
74.0,46.0,44.0,23.18938268,66.53304542,6.86190582,173.02099197,linseed,19659.27
96.0,50.0,42.0,19.52099437,73.54795909,5.85250835,166.46091375,raddish,12241.58
76.0,41.0,44.0,20.62628206,70.73983281,5.15778321,295.21156313,sesamum,11871.88
96.0,55.0,27.0,20.31660515,55.99634816,5.97481578,210.63983762,jute,24034.98
63.0,60.0,38.0,20.0623977,60.51463574,6.53953448,189.80279549,cotton,2576.36
61.0,46.0,45.0,26.96871711,79.37221374,6.32481405,191.86080195,grapes,23053.33
89.0,43.0,32.0,26.70985935,80.88605307,7.97065326,268.81884703,sapota,24209.42
95.0,38.0,43.0,18.07287687,80.6069335,5.05127674,161.59703549,urddal,24199.2
91.0,44.0,26.0,25.91491068,66.87652705,6.7925979,208.22849246,coffee,1094.84
64.0,52.0,43.0,21.00445002,83.3213946,6.27417199,255.52962838,fieldpea,19911.79
65.0,38.0,26.0,20.06089759,66.89561366,6.21047025,130.53596933,urddal,22831.87
82.0,57.0,25.0,19.66538073,84.4514176,6.51134186,100.97483631,seemebadnekai,21532.81
88.0,53.0,34.0,24.05236365,58.23759532,7.78796425,90.27995886,papaya,18589.96
81.0,40.0,16.0,26.90814474,68.28276998,7.22576621,209.86995374,banana,17036.94
62.0,47.0,31.0,22.0818006,83.46264478,7.45641501,155.81951279,elephantyam,17194.58
61.0,55.0,24.0,20.89631655,77.23216188,6.15658777,74.54961139,betalleaves,11917.96
90.0,54.0,34.0,25.48762457,63.79035888,7.1049438,237.05002122,raddish,16520.44
89.0,38.0,32.0,18.48051954,73.88245764,7.13664775,254.101101,wood,22591.17
100.0,57.0,19.0,22.17093715,68.80753861,5.99637171,132.25456048,linseed,16962.45
70.0,40.0,42.0,19.10319162,69.87118623,5.2987964,63.00662426,sweetpumpkin,12071.6
94.0,52.0,17.0,26.44181409,79.09372543,5.83291746,114.52253093,coriander,24397.7
89.0,40.0,24.0,22.44643009,68.36327976,7.04673059,255.01276291,ladiesfinger,12689.06
84.0,55.0,41.0,21.15783711,75.00095969,5.32862689,110.59115083,papaya,24854.14
88.0,38.0,15.0,18.79955189,67.14308357,7.13728374,247.64902882,elephatyam,23859.72
94.0,59.0,38.0,23.07218757,83.68289182,7.45812248,93.2527608,seemebadnekai,21533.39
96.0,59.0,25.0,26.66003657,73.61196629,6.15843895,177.98635939,maidaatta,12724.42
71.0,60.0,33.0,25.6010826,69.40389393,5.79165216,239.03424235,tamarindfruit,12313.8
76.0,45.0,23.0,25.34651428,70.70689715,7.78922762,83.8065344,seemebadnekai,10262.52
68.0,56.0,26.0,24.03772529,83.96230811,7.94833597,145.78292302,bottlegourd,16989.35
67.0,58.0,16.0,19.23424893,80.13169566,6.31995995,147.40514417,wheat,3852.04
79.0,45.0,17.0,19.2287178,68.4332886,5.33345712,172.30105632,mothbeans,13109.19
73.0,48.0,21.0,18.50526442,78.70493144,6.83966507,153.10564769,papaya,16769.51
77.0,51.0,41.0,22.79229447,67.29930061,6.41326743,245.32555798,pigeonpeas,23615.98
72.0,55.0,35.0,18.47370442,67.03554087,7.41168961,291.65210698,tobacco,12949.69
91.0,46.0,45.0,24.71445829,78.29664848,5.90203209,118.53573272,greenbanana,11280.68
95.0,40.0,42.0,18.21412376,74.64248964,5.5655097,289.99556816,karamani,14166.29
84.0,50.0,25.0,21.3212998,67.61351212,7.54074462,203.71940479,rajgir,15757.57
75.0,42.0,16.0,20.56174765,67.78913725,6.99705223,151.03853645,jaggery,19388.37
60.0,38.0,16.0,24.56153118,70.60108849,7.68953263,166.89106733,ladiesfinger,11503.16
80.0,46.0,16.0,26.88365054,56.62466309,7.16510685,149.93376157,blackpepper,1014.49
94.0,41.0,35.0,18.5351844,80.70419597,5.89438978,261.51965584,clusterbeans,22804.44
73.0,45.0,17.0,24.64543347,68.0085459,7.55354117,94.39864229,pineapple,12002.91
89.0,53.0,18.0,18.84200663,68.27000087,6.24915977,112.69915327,lemon,14122.04
87.0,59.0,22.0,18.16806523,78.66408655,6.43820565,271.31989324,spongegourd,13967.69
78.0,57.0,24.0,22.77484028,61.07562286,7.04774406,258.59368603,ginger,1221.8
75.0,53.0,22.0,20.41268694,81.06555467,7.34626656,70.34012,guar,18263.73
80.0,36.0,41.0,21.60224416,55.84690067,7.67077907,70.57298607,sapota,24484.84
70.0,47.0,17.0,18.93272315,67.44360984,7.35978515,142.81584087,kidneybeans,24789.84
69.0,53.0,41.0,22.07941692,64.28293788,5.54541211,108.99420832,cauliflower,20599.7
75.0,59.0,38.0,25.47246079,55.21294638,7.82360188,226.09363067,mushrooms,21484.92
76.0,53.0,19.0,21.70631583,84.30141554,5.26240859,176.84669815,brinjal,15763.07
84.0,43.0,34.0,20.76030613,61.81929297,6.01252375,72.43368637,leafyvegetable,24496.58
66.0,48.0,42.0,21.87514822,77.80348541,5.63811048,141.94551906,cumbu,17557.13
97.0,38.0,20.0,18.95367665,56.89705197,6.54807512,263.53791326,taramira,14612.07
62.0,47.0,40.0,21.98668599,66.57184628,5.41941258,130.03695571,greengram,13467.11
86.0,37.0,30.0,21.79317803,55.44196934,7.71646757,190.1563176,guar,14813.07
88.0,49.0,16.0,18.60381943,61.11531678,7.02310401,134.4994496,mustardoil,21513.74
86.0,55.0,32.0,18.86073863,63.44680983,5.43381894,218.19878738,coconutseed,20118.34
81.0,60.0,24.0,22.93205479,59.98053867,6.01563214,141.98237957,squash,19305.62
89.0,54.0,16.0,25.51744455,82.08920395,7.57836259,189.87430224,brokenrice,3368.87
76.0,45.0,37.0,21.74303369,74.01746731,5.00834553,91.20600991,urddal,21309.53
94.0,35.0,37.0,26.41787556,81.06886306,5.20253706,209.3307084,pigeonpea,12050.11
69.0,50.0,43.0,18.40299312,73.87502936,6.52294269,169.20291237,brinjal,11649.45
85.0,52.0,22.0,20.75349426,69.7267178,6.56322521,93.60644332,zizyphus,15676.84
98.0,40.0,16.0,19.99886451,60.40299129,6.48589018,202.59269324,mango,20172.07
69.0,42.0,28.0,22.00569838,70.33159359,7.74691289,209.53351938,coconut,19678.72
96.0,55.0,22.0,26.93236599,62.04548257,6.15059249,154.57304927,lentil,21169.41
85.0,44.0,21.0,23.82453417,76.71136661,5.78646257,234.15374871,carrot,11644.95
95.0,35.0,21.0,21.23015664,67.9765983,6.48050812,79.21181757,blackgram,15045.56
77.0,52.0,41.0,20.86562888,84.86048304,5.35768294,90.64069644,wheat,2545.09
64.0,41.0,31.0,20.9942413,64.91765804,5.14778863,140.13144925,knoolkhol,21928.87
80.0,37.0,18.0,25.9168717,55.0094921,7.34073703,183.47046292,castorseed,20989.92
98.0,42.0,31.0,18.39255679,55.76669463,5.2102552,158.81636037,greenbanana,18379.75
91.0,58.0,16.0,19.50421207,63.71500046,5.71328781,241.61743322,dusterbeans,10823.77
98.0,48.0,36.0,20.94761884,70.91006846,5.30051209,194.72020982,capsicum,16720.49
81.0,36.0,30.0,21.85110584,62.67916343,6.57614831,229.83142287,spongegourd,17676.74
74.0,35.0,41.0,22.83569564,67.76666623,5.29721798,152.35247,onion,17296.78
99.0,47.0,40.0,18.70578525,57.99552927,7.76613467,292.7253572,wheatatta,2967.15
90.0,48.0,38.0,18.09858855,79.75940342,7.11676819,116.74019679,sweetpumpkin,17072.2
65.0,46.0,20.0,18.81634976,63.67020616,5.65307019,239.1278758,greenchilli,20406.1
79.0,57.0,37.0,24.48777036,65.7527066,5.45349284,144.24444129,greenavare,12478.64
62.0,44.0,21.0,19.03491688,61.05400841,7.11320761,194.35666119,betalleaves,22445.62
99.0,49.0,39.0,24.94219673,76.92624578,7.21623337,233.7541648,coffee,1590.28
95.0,43.0,19.0,24.39723316,63.27103035,7.47213957,158.76750131,rubber,11216.66
74.0,37.0,41.0,20.70749244,59.48806621,7.5855868,98.87715085,kidneybeans,18470.19
66.0,60.0,31.0,23.04803901,72.90330382,5.52027038,172.69797706,ragi,11680.55
68.0,42.0,32.0,23.77019606,59.17360575,6.59094839,278.65721407,maize,3329.23
73.0,41.0,45.0,23.13697274,59.5599854,6.95319492,287.94009025,guar,19758.94
95.0,38.0,32.0,25.34695261,56.38370832,6.06571189,89.10766763,carrot,19629.33
68.0,58.0,17.0,18.59354338,68.74012797,7.92490802,224.99881174,pigeonpeas,14397.02
72.0,48.0,45.0,23.1111269,57.81770947,5.6733134,211.52657239,banana,29491.58
67.0,40.0,36.0,25.12366499,81.02256415,5.34941896,161.80502155,hybridcumbu,14185.86
69.0,41.0,39.0,23.93409087,82.65216925,6.79235234,126.64143319,papaya,13671.66
91.0,41.0,37.0,18.23232582,81.36284946,7.50347452,155.38626827,mint,21741.83
95.0,56.0,41.0,21.05901039,84.39077115,5.5794454,238.19033826,spinach,11024.31
97.0,51.0,43.0,26.88349605,59.74380989,7.70844721,225.12080607,mothbeans,23181.73
61.0,41.0,17.0,21.01293,59.90536044,6.1539136,251.95616697,cumbu,23517.94
84.0,44.0,41.0,25.92207945,72.78051323,6.55749951,237.97925414,parval,12979.3
66.0,55.0,27.0,21.11173453,75.89822544,6.66123945,292.57700986,turnip,20444.75
95.0,38.0,27.0,19.19975683,81.09988591,5.87114241,200.97445861,mango,23286.4
85.0,41.0,21.0,21.67204215,55.98549712,6.97753624,273.25101521,tinda,11569.83
95.0,56.0,37.0,25.11960844,58.33832876,5.35500867,109.6706204,castorseed,12795.5
79.0,41.0,31.0,26.04741238,65.69109812,5.84389025,268.00601387,pineapple,11169.76
97.0,43.0,31.0,22.44468635,84.29649346,6.98171824,135.446121,spinach,12221.24
99.0,38.0,32.0,23.00045089,66.90721004,6.80185888,297.46959022,rice,5409.21
93.0,54.0,44.0,21.51843505,74.55773516,7.98219976,294.06646375,chillycapsicum,14950.83
87.0,58.0,41.0,18.0321561,64.79438254,6.4796967,176.97673123,wheat,4797.42
69.0,46.0,37.0,24.9619463,74.16459822,5.39516315,220.16650563,hybridcumbu,12029.3
60.0,57.0,29.0,25.47426717,79.0358511,7.87298869,230.65670726,ashgourd,16497.07
77.0,36.0,16.0,20.87948536,81.13806845,6.55245113,139.23031124,squash,11441.99
87.0,42.0,36.0,21.65355868,67.43230146,5.2719263,233.57758655,gingellyoil,15505.33
95.0,48.0,44.0,22.3140286,63.91039294,5.32131144,148.72029101,ghee,20665.68
85.0,44.0,23.0,18.49939426,57.2204855,5.43508992,218.08364038,suratbeans,21446.26
89.0,40.0,17.0,20.59954745,67.74524748,7.73538782,277.42891032,tobacco,18732.04
81.0,42.0,35.0,25.56090643,67.75325806,7.69847986,61.22815464,ginger,1187.89
96.0,60.0,23.0,18.54440552,77.20510408,6.64650242,223.36737013,sweetpotato,22589.96
65.0,53.0,30.0,20.603818,77.80828364,7.81675969,83.71577563,ragi,23174.71
83.0,42.0,19.0,21.52651477,80.7509319,5.34472674,145.96537912,cabbage,23671.72
89.0,42.0,15.0,21.11998017,73.68703659,6.238634,275.12389685,cotton,1716.89
60.0,45.0,41.0,19.67564197,79.63508928,7.8658069,66.12881898,lentil,10115.48
98.0,57.0,35.0,25.82935679,56.75320205,5.42828661,215.56943614,capsicum,16357.87
90.0,48.0,20.0,20.3403043,82.32610179,7.78663901,95.59484278,linseed,10079.89
68.0,47.0,38.0,23.75779302,66.06573421,7.1113204,154.72412689,greenpeas,22990.01
84.0,35.0,20.0,20.42370382,75.53538503,6.15413986,176.61498672,copra,19008.32
93.0,48.0,42.0,18.64243312,62.95502009,6.67466411,261.16427919,rice,4870.57
94.0,37.0,30.0,18.39591726,77.26368738,5.13985029,226.1184416,grapes,26000.15
71.0,53.0,26.0,24.03429519,69.68641208,6.46747295,292.97748751,arecanut,14319.25
93.0,56.0,27.0,19.63581154,70.62059723,6.55107508,237.45946878,tomato,34001.89
80.0,52.0,16.0,23.08626807,82.57982397,7.83995037,258.04873347,spinach,14910.77
68.0,44.0,39.0,22.4398646,82.71914722,5.1637576,230.4736886,pigeonpea,11204.89
62.0,37.0,43.0,21.34505596,79.80915319,6.95442956,263.23830613,betalleaves,17343.46
79.0,56.0,21.0,26.08269291,55.77709637,6.23361613,114.20054388,tomato,38299.71
61.0,52.0,32.0,18.40479457,68.97186453,5.28007984,243.49038752,kinnow,13759.83
74.0,55.0,18.0,24.21752447,80.92915678,5.44456641,199.6953452,beetroot,23010.6
76.0,59.0,40.0,23.15212749,74.05371808,5.61775729,151.93813753,lemon,18541.75
96.0,43.0,42.0,21.12995638,67.57741752,6.31042486,75.8772663,capsicum,20757.92
70.0,41.0,42.0,24.12438957,83.36761024,6.48794228,280.2721981,ridgegourd,10118.19
98.0,55.0,17.0,26.4439172,79.56502238,6.3523261,225.59947263,sapota,18955.61
82.0,37.0,30.0,23.21607246,55.09217747,6.33776517,117.3818028,tapioca,15934.16
68.0,57.0,24.0,22.37119919,73.62030025,6.88348024,273.14455363,greenavare,23657.08
99.0,42.0,25.0,18.7202066,55.24468734,7.2344203,189.33697278,mint,18082.04
79.0,42.0,33.0,19.28452691,64.72086973,7.8366771,124.40913507,kidneybeans,16696.01
60.0,43.0,23.0,25.23686049,76.7965883,7.8388318,253.0424649,amorphophallus,11979.09
61.0,52.0,33.0,18.08073686,83.82481859,5.2603341,274.23025481,pear,19969.37
68.0,37.0,25.0,18.75724635,55.6390868,6.53725744,80.71800031,suratbeans,18068.09
60.0,49.0,19.0,19.26037397,68.49714535,7.13673944,152.64635213,spongegourd,22886.86
65.0,35.0,36.0,22.88449295,64.20162449,6.60071621,292.39806423,littlegourd,11985.38
62.0,51.0,43.0,21.28359338,66.28715545,6.43315961,83.99626572,guava,15389.6
66.0,56.0,25.0,22.00829701,58.69023832,6.94131273,203.28808395,whitepumpkin,24393.24
91.0,56.0,40.0,26.32687909,66.78746033,5.46154374,122.01423348,nigerseed,24103.01
78.0,54.0,16.0,25.02146516,61.50961119,6.40795786,217.58463509,greenbanana,11170.52
86.0,36.0,21.0,22.79646605,67.36622813,6.35315488,204.35740556,maize,3284.24
71.0,50.0,40.0,26.38471657,65.26463109,7.12961039,267.30852174,drumstick,14597.14
90.0,49.0,29.0,21.37345735,66.12255164,5.39326881,102.42290833,papaya,12149.3
93.0,36.0,42.0,18.09499465,71.78214708,7.49884722,165.39925545,seemebadnekai,23768.35
66.0,52.0,16.0,24.79444667,56.3730336,6.02353725,72.51758546,turnip,15815.13
65.0,47.0,27.0,25.90772923,61.94916194,6.2790402,191.61240788,seam,13644.02
95.0,44.0,34.0,24.04517822,78.1560039,6.15212359,193.01649825,beetroot,21351.96
90.0,44.0,29.0,20.68297737,55.50141639,5.1059572,161.54805283,dusterbeans,12658.39
85.0,50.0,24.0,26.93664243,55.70446762,7.32681742,162.86310197,bottlegourd,16823.84
79.0,36.0,34.0,25.87265898,59.77236294,7.72841977,154.0621267,cotton,2795.08
73.0,47.0,22.0,19.7549248,81.86484986,7.01822436,96.12817294,gingellyoil,19631.63
94.0,43.0,22.0,24.29257323,56.96303289,6.48117091,167.77327489,mustard,19196.4
61.0,57.0,21.0,24.75454101,65.4544309,6.8685636,160.26888639,capsicum,21105.09
63.0,49.0,41.0,24.4785278,80.72130202,7.52794546,184.06682214,redgram,18751.71
89.0,48.0,38.0,20.41985492,63.01671385,7.95698385,113.59848788,bittergourd,23459.05
87.0,36.0,28.0,21.70688637,63.02126618,5.90188376,208.04098823,varagu,24565.0
78.0,48.0,32.0,18.29764351,64.52380725,6.65170377,112.20579728,greengram,14201.63
73.0,35.0,43.0,23.97568044,67.57191778,7.42954847,212.08358746,papaya,13807.07
90.0,53.0,41.0,24.70472591,73.53983445,6.76947452,148.23488998,zizyphus,21054.88
92.0,39.0,44.0,22.28405107,83.80832525,6.17469943,63.17851029,redgram,11248.05
99.0,35.0,23.0,19.77055316,73.91905177,6.21229105,79.2308873,pear,20252.69
82.0,57.0,22.0,23.43331434,82.13791446,7.32472366,290.84767726,arecanut,15973.39
69.0,57.0,24.0,23.42632376,55.58482884,7.49929806,231.92243523,amaranthus,19848.82
81.0,37.0,33.0,19.15450023,78.68097374,6.23719661,224.08328597,kidneybeans,23155.81
84.0,48.0,22.0,21.21878807,63.71497458,5.18267556,110.3936445,potato,24665.7
64.0,59.0,36.0,20.66328942,78.49723895,6.534415,62.89883309,nigerseed,19444.84
62.0,39.0,20.0,25.88407239,77.42886328,7.65284789,240.46694731,tamarindfruit,20279.54
96.0,58.0,43.0,22.11314133,83.61480063,5.87405509,278.61040156,sugar,60089.06
67.0,44.0,41.0,23.68361923,76.21847962,6.96231438,195.43587724,peas,12918.79
80.0,60.0,17.0,22.5941083,65.81648535,5.28868614,148.08166436,methileaves,22053.84
74.0,56.0,33.0,26.02509076,70.90124433,6.21284161,170.52554036,cotton,1517.35
73.0,41.0,40.0,25.38503502,61.4334565,7.32777108,105.93798432,soyabean,10764.29
85.0,44.0,44.0,26.70715796,73.94171126,6.03593412,224.34271585,raddish,16567.3
79.0,54.0,28.0,25.63440852,69.25436622,5.63132281,288.9261214,orange,29520.79
77.0,36.0,25.0,23.16161006,79.01688044,6.54829724,175.52434044,guar,21400.19
88.0,54.0,21.0,19.72796754,80.9399439,5.07013801,169.15062627,masurdal,20890.66
63.0,36.0,33.0,19.37669743,66.62101189,5.79962911,108.18032034,coffee,1243.36
69.0,44.0,45.0,25.83375491,82.55016576,5.81577266,68.68698486,beans,23320.49
84.0,40.0,31.0,26.06182207,67.70357934,5.04493378,268.36491139,castorseed,20071.9
74.0,38.0,26.0,20.27666266,60.09808766,6.16114737,112.1580845,mango,25925.82
77.0,53.0,31.0,19.97813502,77.40079431,6.69088025,149.99974005,ginger,2122.04
79.0,48.0,19.0,24.10345547,83.75205872,5.41348125,170.05501066,amphophalus,11177.23
81.0,38.0,27.0,24.90597178,74.73547721,7.20949016,245.81199427,rajgir,16389.59
67.0,42.0,38.0,21.2425395,70.60327896,5.40585435,154.59290221,mungbean,20686.16
62.0,41.0,23.0,18.34910323,69.64787923,7.48115698,297.98992149,peascod,10803.06
93.0,37.0,32.0,19.0609852,81.74182165,5.00767741,61.81914195,brinjal,15096.4
88.0,39.0,32.0,19.41977288,66.25474177,5.74814105,149.98289611,plum,17597.17
72.0,44.0,24.0,23.16031918,58.01339966,6.46587426,283.15195653,ghee,15336.5
76.0,42.0,21.0,24.23452042,84.35161056,6.92308193,150.68808151,ladiesfinger,15124.52
61.0,41.0,43.0,18.52097752,72.35078805,7.34339448,121.38422242,pumpkin,20443.43
95.0,50.0,33.0,20.87886133,61.50197898,6.29903939,231.51738599,hybridcumbu,10432.48
78.0,45.0,25.0,24.3259919,55.26752551,5.21193951,122.17376835,littlegourd,11272.92
100.0,36.0,36.0,23.38695088,64.38098617,6.8768577,209.56028275,hybridcumbu,19757.52
81.0,60.0,31.0,21.14115886,57.71075552,5.38222893,296.76811051,paddy,4387.92
70.0,38.0,32.0,26.86265296,63.07772071,5.81218375,66.54368674,squash,15961.54
85.0,38.0,40.0,25.30850855,58.2324719,6.71185833,248.85917921,mustard,22927.54
63.0,37.0,42.0,22.66500306,74.21106675,7.77022855,105.74756246,pigeonpea,22015.77
63.0,40.0,36.0,25.91165489,74.42355441,6.68661218,209.42985856,greenavare,16658.64
61.0,51.0,16.0,21.42509395,65.42037455,5.27616623,76.74214624,karamani,10457.04
93.0,36.0,41.0,26.59604242,76.81524856,6.78608562,158.48253926,parval,16509.09
66.0,52.0,45.0,22.88239891,62.38509936,5.59724526,154.58891798,rajgir,11975.54
60.0,56.0,30.0,19.40205786,76.90505726,7.71974336,70.59350036,peppergarbled,18295.85
69.0,42.0,21.0,18.95979619,74.7108354,5.75153565,177.85999984,nigerseed,24804.15
94.0,49.0,26.0,22.19630404,62.07775671,6.96587771,180.00886437,greenonion,15891.16
94.0,47.0,23.0,23.98843069,72.6744328,7.97134469,191.01217904,mothbeans,15599.16
81.0,43.0,23.0,21.9760177,55.46431429,6.63015032,143.98875457,peppergarbled,21189.43
64.0,53.0,37.0,18.46085562,72.72478986,6.67335412,206.53602375,cabbage,17006.51
69.0,56.0,45.0,22.013282,58.68121003,6.93157966,135.87188169,sapota,18977.95
64.0,43.0,16.0,23.71082485,65.44988747,7.89670359,234.33706369,amla,24135.66
92.0,57.0,42.0,19.7309635,78.54295372,5.46573779,165.34019836,cowpea,22126.7
81.0,42.0,22.0,22.66375381,65.59794502,7.88005199,292.13077354,rubber,18800.53
71.0,47.0,39.0,20.94896284,82.86292218,6.91579339,143.32215882,cabbage,17255.89
70.0,50.0,26.0,23.33724014,84.31003135,7.36576721,211.77376768,sweetpumpkin,20825.51
61.0,48.0,19.0,23.80000533,71.82209018,5.33343302,196.44210758,drychillies,19242.49
89.0,52.0,22.0,25.20449347,57.2980043,5.61043395,74.35481746,chanadal,23593.1
99.0,43.0,42.0,19.48485061,77.32216145,6.03858221,81.33583664,greenpeas,14290.69
75.0,47.0,19.0,23.74261474,66.27079779,7.79794509,290.77401835,onion,25565.21
85.0,35.0,31.0,19.14700777,71.49830993,6.81142564,264.23942763,pigeonpeas,10797.69
62.0,52.0,26.0,19.15929333,83.50772247,6.13998365,231.53223519,banana,26005.32
81.0,56.0,18.0,19.77926181,70.91481846,5.74979129,158.53497816,tobacco,11848.77
69.0,51.0,41.0,18.28461252,80.26932959,5.78878242,231.0432528,cowpea,17642.24
66.0,39.0,36.0,22.44441609,81.7720422,6.36772481,164.56951488,ghee,10479.59
65.0,43.0,31.0,23.71220818,83.2733332,6.15357238,137.22917489,banana,20991.81
85.0,46.0,23.0,24.94165097,58.06327396,7.63005041,230.21283848,pumpkin,14081.22
72.0,50.0,26.0,19.94863642,57.1873363,6.7278086,160.32242628,tobacco,17194.39
77.0,43.0,30.0,19.0238702,70.79056653,7.62713802,181.14205644,cashewnuts,24806.97
83.0,49.0,39.0,23.51383321,74.71912606,6.20498804,120.6818925,lime,11121.51
94.0,45.0,32.0,19.86577641,66.53758145,6.3190678,286.93370361,spongegourd,22029.89
82.0,37.0,34.0,22.33850131,57.03806563,5.30322712,212.35166881,wood,16231.22
91.0,42.0,44.0,22.7986844,80.37457945,7.12219311,168.89517298,blackpepper,2079.79
88.0,36.0,31.0,20.82054799,79.18663168,6.37313942,62.15445302,lemon,17827.62
71.0,38.0,45.0,25.7192291,69.34078547,6.9292556,221.74894516,pineapple,21477.92
66.0,52.0,37.0,19.58016762,73.70614429,6.96993413,105.86428973,leafyvegetable,14921.89
93.0,42.0,36.0,21.91103168,74.4726302,6.87726775,254.65858504,greenavare,11467.1
67.0,46.0,35.0,26.25167081,82.55017629,7.76540647,83.82086312,brokenrice,2378.52
82.0,53.0,34.0,18.00812409,73.47601074,6.48805213,153.62872845,horsegram,21643.29
73.0,57.0,17.0,19.43721106,57.86869639,7.83895482,207.9405952,castorseed,18774.09
82.0,55.0,22.0,21.7529649,84.74060022,5.67047431,130.61889378,linseed,24298.27
96.0,37.0,25.0,18.7908296,82.36834422,6.25969513,204.54399934,chanadal,13083.07
73.0,37.0,24.0,25.24542077,80.35295283,6.15822209,231.03339785,garlic,1613.24
75.0,40.0,36.0,20.77961152,68.32443543,6.95421036,258.04614502,drumstick,12832.12
63.0,51.0,34.0,18.73049212,55.72992757,6.91804821,292.78786411,lemon,17947.44
89.0,45.0,31.0,18.85583549,78.24400922,5.81631008,127.23696513,peas,17557.81
98.0,37.0,33.0,24.80672898,56.35926383,6.21037323,291.15776544,whitepumpkin,13095.15
65.0,41.0,25.0,25.70183561,69.31028735,5.16231508,255.01330643,drumstick,20048.23
77.0,56.0,34.0,25.11680411,83.52865729,7.4127947,279.70923398,tobacco,10747.64
81.0,51.0,21.0,18.37237474,74.66581323,6.44479574,87.5876715,plum,14684.25
72.0,53.0,30.0,26.02276981,66.91142643,6.35869785,94.90814094,guar,12004.63
92.0,44.0,25.0,25.53385396,78.14266669,6.58604211,202.33505026,rice,2449.09
74.0,46.0,32.0,26.58669288,71.74496641,6.73526062,165.53402168,karamani,16646.51
77.0,41.0,30.0,22.43245511,59.67881559,5.78349648,99.35253617,pigeonpeas,14676.41
88.0,50.0,30.0,21.92671336,69.49040353,6.51825316,116.26787667,lemon,13639.59
67.0,49.0,33.0,23.15712787,55.77267939,6.49551804,99.56100504,rubber,20895.58
66.0,45.0,21.0,19.45448846,59.54833008,6.2984351,255.74907751,turmeric,1441.61
96.0,51.0,35.0,24.38165923,80.57327224,6.72055371,245.09666279,greenavare,23584.48
96.0,44.0,42.0,21.1315254,73.97701147,5.98666879,114.5729113,tinda,11700.03
91.0,47.0,43.0,24.0628984,59.31330553,7.25147084,290.27406222,seam,20645.68
86.0,50.0,37.0,24.91695613,59.44178878,7.8924792,147.87101341,coconutoil,18195.75
80.0,59.0,32.0,23.90019521,57.03840769,7.69575688,133.34122667,littlegourd,15534.75
74.0,45.0,42.0,21.19736649,74.42233583,6.28610866,281.70265258,chillycapsicum,17462.28
61.0,49.0,40.0,24.75302412,83.8324203,6.67026837,281.16900364,brinjal,13476.58
84.0,58.0,32.0,21.34764473,78.61750626,6.99112991,210.00891932,brinjal,12354.64
89.0,39.0,24.0,21.42285127,75.73158829,7.54973257,227.88760066,grapes,22804.51
91.0,49.0,43.0,21.8207584,80.55910715,5.15224453,128.82795221,mothbeans,20384.65
60.0,39.0,20.0,22.55018089,62.27599543,5.70891022,222.62404945,mothbeans,14398.58
63.0,44.0,20.0,19.94252231,57.05688218,7.97482023,213.1112906,lentil,13387.69
77.0,55.0,44.0,25.96007747,57.26359527,5.31559752,74.11440391,chillycapsicum,23711.21
97.0,57.0,40.0,20.33499123,84.06529264,7.76816584,118.54843636,brokenrice,4443.3
76.0,59.0,33.0,18.63704849,66.50866931,5.60879959,105.06707472,drychillies,22012.93
86.0,36.0,20.0,23.70839154,65.91552706,5.86658703,193.6642916,karamani,17919.86
65.0,41.0,40.0,18.44298273,71.96817481,5.3342761,69.82671449,bajra,24456.07
89.0,54.0,42.0,20.54444715,64.12798245,7.32896804,258.07697678,betalleaves,11425.74
82.0,56.0,32.0,19.75056204,65.26634866,7.73064791,286.5145995,jowar,16262.11
