N,P,K,temperature,humidity,pH,rainfall,state,soil_type,crop,crop_price
86.0,57.0,30.0,25.28042329,60.88962492,7.67054894,236.93829243,Mizoram,Forest Soil,knoolkhol,1931.51
65.0,36.0,37.0,22.69358369,78.37403426,6.64687674,291.05319787,Tamil Nadu,Forest Soil,copra,2967.94
86.0,56.0,35.0,19.6531012,64.02511931,7.85939036,223.51792939,Madhya Pradesh,Laterite Soil,suratbeans,2175.84
72.0,58.0,28.0,22.156898,64.16257264,5.36266232,257.96358916,Himachal Pradesh,Laterite Soil,chillycapsicum,2232.3
93.0,42.0,44.0,23.12256101,62.21290771,7.21254192,80.50456283,Goa,Peaty Soil,linseed,2994.39
70.0,39.0,20.0,25.82020588,73.76763333,6.00856022,249.38265499,Uttarakhand,Peaty Soil,wheat,3475.58
97.0,54.0,42.0,25.49581973,69.42549657,6.81896491,95.49446385,West Bengal,Red Soil,fish,2715.47
62.0,45.0,22.0,23.57114213,84.42078337,5.09259574,136.40226178,Jharkhand,Alluvial Soil,capsicum,2750.57
67.0,38.0,38.0,22.02108553,79.73650615,5.4285854,245.54573197,Tamil Nadu,Forest Soil,rice,2453.2
90.0,37.0,40.0,23.73884092,77.69509035,7.0577976,193.68994562,Chhattisgarh,Mountain Soil,kidneybeans,2472.52
89.0,47.0,16.0,23.95444437,84.80984654,6.30695179,145.02469001,Arunachal Pradesh,Coastal Soil,bittergourd,1230.76
75.0,48.0,41.0,22.65513548,67.80894507,6.15771619,292.54195218,Himachal Pradesh,Peaty Soil,cumbu,1661.32
79.0,46.0,39.0,19.79941146,69.95282959,6.34709153,60.78376623,Kerala,Forest Soil,roundgourd,2416.12
97.0,44.0,34.0,20.46754288,57.37080301,7.01366383,80.55248408,Rajasthan,Laterite Soil,wood,2818.38
79.0,49.0,42.0,21.78246399,55.64150165,6.8597881,249.91533593,Andhra Pradesh,Alluvial Soil,brinjal,2984.71
95.0,39.0,19.0,26.7383614,76.53086772,7.32891862,60.77326299,Himachal Pradesh,Forest Soil,grapes,7508.99
92.0,38.0,35.0,18.83199465,72.13240432,5.31398435,150.74851472,Tamil Nadu,Red Soil,corrianderseed,1469.81
61.0,56.0,17.0,19.70935309,75.9027889,6.43147966,246.13632165,Manipur,Alluvial Soil,kidneybeans,1131.6
74.0,44.0,40.0,26.91896073,67.32375794,6.6667823,130.27366374,Gujarat,Mountain Soil,dusterbeans,1308.95
91.0,48.0,21.0,26.007134,72.33515783,6.7462216,280.08373597,Manipur,Forest Soil,masurdal,1495.78
61.0,55.0,18.0,20.36243159,79.84675465,6.33207367,183.37749436,Nagaland,Desert Soil,sesamum,2881.57
63.0,39.0,29.0,19.18385271,75.26498628,5.26498849,217.89359232,Odisha,Alluvial Soil,tendercoconut,2261.02
63.0,38.0,23.0,26.72889497,65.66697624,7.9673906,206.52550278,Karnataka,Coastal Soil,garlic,11134.83
76.0,44.0,34.0,18.2287068,63.88569168,7.18293196,95.65918512,Mizoram,Laterite Soil,amaranthus,1347.95
74.0,56.0,31.0,22.50795896,67.93022124,5.04188713,268.88332852,Assam,Black Soil,cucumber,1655.21
90.0,41.0,41.0,22.9408836,69.07653614,6.98625204,195.63733182,Chhattisgarh,Forest Soil,greengram,2869.46
63.0,43.0,27.0,20.06030694,74.10988895,6.50074674,210.38134536,Manipur,Mountain Soil,copra,1034.85
72.0,40.0,34.0,26.02509723,77.11216593,6.02728425,82.23021912,Arunachal Pradesh,Saline Soil,apple,5652.58
64.0,40.0,33.0,20.07428284,61.71444676,6.65985571,200.18202811,Maharashtra,Laterite Soil,squash,1763.88
77.0,55.0,38.0,18.82496369,67.27684645,5.99701722,205.38602346,Gujarat,Forest Soil,bengalgram,1392.97
92.0,53.0,31.0,25.6202444,72.16624655,7.06131637,175.74465812,Karnataka,Mountain Soil,moongdal,1834.07
63.0,51.0,19.0,22.87167526,82.52457529,7.38127738,110.72223037,Kerala,Peaty Soil,greenchilli,2979.84
91.0,48.0,28.0,23.95291715,83.75659366,6.28115017,255.94226141,Gujarat,Black Soil,maize,2852.18
85.0,47.0,26.0,18.11455021,70.74697998,7.02271762,298.21359757,Chhattisgarh,Peaty Soil,hybridcumbu,2958.52
95.0,58.0,18.0,20.11357776,58.33798057,5.46709776,290.23000849,Mizoram,Red Soil,watermelon,2621.25
84.0,58.0,26.0,25.88492309,58.12131177,6.2267336,215.86962505,Arunachal Pradesh,Peaty Soil,turdal,1528.76
69.0,50.0,41.0,23.2132508,70.32539366,5.0586233,207.03029615,Assam,Black Soil,horsegram,1349.26
85.0,38.0,17.0,21.74013839,66.15914052,5.97116475,172.18561446,Gujarat,Peaty Soil,cauliflower,1611.0
87.0,44.0,18.0,19.65620382,63.87931057,6.0299902,94.56390871,Telangana,Mountain Soil,peascod,2035.45
80.0,47.0,20.0,22.73897297,60.23594074,6.14658769,175.5061174,Meghalaya,Alluvial Soil,mushrooms,1429.12
68.0,50.0,20.0,23.56364476,83.66890828,5.27511966,150.52843264,Uttar Pradesh,Laterite Soil,elephantyam,1389.48
90.0,52.0,43.0,24.60695638,82.77119868,6.02970073,152.78529199,Gujarat,Mountain Soil,varagu,1429.29
92.0,43.0,31.0,25.28233899,69.1436524,7.7091469,193.88918374,Chhattisgarh,Laterite Soil,spongegourd,2772.9
66.0,57.0,29.0,20.55002439,78.32767525,6.26241039,165.82241586,Rajasthan,Peaty Soil,sweetlime,2959.84
65.0,43.0,45.0,20.4599311,78.15989911,6.32195642,218.75934873,Meghalaya,Saline Soil,pineapple,1988.8
87.0,44.0,30.0,25.26283312,68.95229038,5.27713757,221.38024843,Tamil Nadu,Black Soil,mushrooms,2691.75
96.0,58.0,28.0,26.17103452,78.05115239,6.40778503,171.87760736,Kerala,Saline Soil,castorseed,2358.27
96.0,38.0,21.0,20.18003176,81.11556045,7.04177131,148.52624929,Bihar,Black Soil,bengalgram,2329.5
86.0,57.0,21.0,18.20668135,59.19512604,5.36325616,174.49189662,Andhra Pradesh,Forest Soil,wheatatta,2819.39
68.0,52.0,41.0,25.3184784,74.55535552,7.30736202,90.35493082,Karnataka,Mountain Soil,banana,5014.5
65.0,42.0,18.0,21.98646669,57.46418492,5.9453336,69.52999524,Uttar Pradesh,Saline Soil,tapioca,2918.95
70.0,49.0,25.0,18.73305862,84.01180406,5.67806799,292.64112061,Nagaland,Peaty Soil,drumstick,2271.02
65.0,36.0,24.0,20.95112031,81.99351158,6.0549141,131.80270393,Bihar,Black Soil,greenpeas,1559.72
86.0,51.0,32.0,26.96205234,79.69590579,6.28627202,138.56315195,Arunachal Pradesh,Laterite Soil,coffee,16698.96
70.0,56.0,23.0,24.55162273,66.09703305,7.59155075,280.96635143,Andhra Pradesh,Red Soil,sugar,3233.26
96.0,56.0,33.0,20.99003033,71.83688693,6.50292115,80.62132052,Telangana,Desert Soil,arecanut,2192.77
69.0,53.0,23.0,19.2607247,70.3943462,7.68884666,170.44057528,Sikkim,Forest Soil,sapota,2243.21
81.0,50.0,24.0,23.46745528,57.07725706,6.56367742,119.88890234,Haryana,Mountain Soil,coconutseed,1127.84
76.0,53.0,21.0,23.92234546,70.25713599,5.14124798,127.15179679,Rajasthan,Saline Soil,mushrooms,2534.12
64.0,39.0,30.0,24.10697037,82.43335221,6.41361328,237.21948319,Bihar,Alluvial Soil,chillycapsicum,2418.25
98.0,50.0,43.0,24.19281661,59.01113625,7.56273019,256.78997447,Nagaland,Black Soil,coconutoil,2526.32
83.0,47.0,18.0,25.44124142,71.77412634,6.97107832,139.7818976,Telangana,Coastal Soil,chholia,2285.97
94.0,57.0,30.0,25.50504841,63.29828593,6.13464452,148.43692927,Manipur,Black Soil,squash,1046.28
89.0,50.0,26.0,19.44577014,59.6570047,5.30770779,281.51797619,Odisha,Coastal Soil,brokenrice,1658.89
79.0,51.0,37.0,20.78264761,75.4326949,5.30212075,131.10598758,Himachal Pradesh,Red Soil,brinjal,1602.38
88.0,49.0,22.0,21.31928084,75.73667615,7.00141597,137.10247771,Karnataka,Forest Soil,ginger,8301.93
77.0,40.0,42.0,24.06243564,78.42059002,5.54932541,136.6375696,Meghalaya,Mountain Soil,suratbeans,1419.95
81.0,49.0,26.0,21.36614576,57.51189963,5.90690712,206.76382719,Chhattisgarh,Forest Soil,leafyvegetable,2763.35
78.0,49.0,27.0,23.856154,76.6086905,7.55243382,185.9456544,Telangana,Peaty Soil,beetroot,1311.09
99.0,46.0,28.0,25.60652311,66.63375934,5.97569682,226.88409269,Madhya Pradesh,Alluvial Soil,tinda,2331.48
77.0,44.0,18.0,23.21312366,68.89601108,6.40996276,282.93732865,Tamil Nadu,Forest Soil,rajgir,2593.38
68.0,58.0,35.0,18.07353303,65.66720874,5.95326948,291.5255009,Manipur,Saline Soil,hybridcumbu,1809.05
94.0,53.0,34.0,22.06133736,79.21751893,5.29441224,142.92870126,Tamil Nadu,Black Soil,capsicum,2559.4
75.0,37.0,32.0,24.2247601,75.35183108,7.56439205,221.5479876,Odisha,Forest Soil,fieldpea,2466.71
64.0,37.0,20.0,22.41685642,81.62546461,6.43514561,79.61167227,Himachal Pradesh,Red Soil,littlegourd,2948.2
89.0,50.0,38.0,19.16648949,79.69254556,5.78571395,190.08457862,Manipur,Peaty Soil,greenavare,1182.58
82.0,48.0,32.0,25.13044028,82.85035685,6.80316268,158.92070322,Jharkhand,Alluvial Soil,cashewnuts,2848.61
88.0,52.0,19.0,23.20702753,75.52799408,7.60582862,212.27421818,Punjab,Laterite Soil,wheatatta,1890.7
73.0,53.0,15.0,20.29356349,70.94391788,5.39164874,249.04247332,Uttar Pradesh,Black Soil,methileaves,2419.48
79.0,41.0,29.0,25.37488883,74.53212858,5.50284333,137.83313567,Himachal Pradesh,Black Soil,barley,1820.86
65.0,43.0,19.0,18.67076936,83.91940844,7.47569357,101.91476621,Meghalaya,Black Soil,clusterbeans,2723.33
65.0,49.0,32.0,26.44347618,82.41556121,5.1872309,199.89820375,Gujarat,Alluvial Soil,kidneybeans,1261.91
75.0,57.0,43.0,21.99627213,79.62459715,7.80716351,83.46040091,Arunachal Pradesh,Desert Soil,mushrooms,2004.64
99.0,47.0,22.0,23.97057771,78.53299827,5.12065111,259.64077516,Himachal Pradesh,Desert Soil,mothbeans,2856.39
93.0,50.0,36.0,24.61708706,70.79506778,6.18758973,279.67997729,Jharkhand,Mountain Soil,cotton,4718.23
65.0,52.0,39.0,26.45589545,74.8577182,7.11868155,267.46527274,West Bengal,Black Soil,sweetpotato,1804.79
87.0,51.0,36.0,24.64073577,59.2063669,6.21545884,65.27275371,Tamil Nadu,Red Soil,pomegranate,6153.46
92.0,41.0,37.0,19.52644903,70.77113578,6.42383859,245.07876932,Uttarakhand,Mountain Soil,moongdal,2730.08
78.0,55.0,45.0,24.1567751,76.44039474,5.92185611,286.10485361,Odisha,Black Soil,greenbanana,2016.2
96.0,39.0,33.0,24.03004534,79.70357808,7.57239596,257.65128921,West Bengal,Coastal Soil,barley,2030.79
68.0,43.0,36.0,20.64019044,80.64983559,5.72700342,252.41355682,Maharashtra,Desert Soil,squash,2906.97
95.0,55.0,35.0,18.45144403,64.5680891,7.9862224,269.15784444,Andhra Pradesh,Red Soil,coconutoil,2337.78
76.0,54.0,30.0,20.060549,60.56576945,6.65304515,186.1868565,Rajasthan,Black Soil,sweetpumpkin,2270.33
96.0,46.0,17.0,25.95581626,78.63525591,6.42711139,161.87885956,Gujarat,Black Soil,kidneybeans,1929.46
68.0,42.0,31.0,24.36888264,72.39503994,6.87246607,265.46614872,Tamil Nadu,Alluvial Soil,spinach,2158.98
100.0,54.0,38.0,23.43347241,78.21837691,5.67251479,263.52193302,Bihar,Peaty Soil,amphophalus,1896.33
94.0,43.0,23.0,19.24194875,63.60490297,5.50905563,289.87132416,Tamil Nadu,Mountain Soil,leafyvegetable,1480.84
83.0,48.0,27.0,23.34927992,59.35444344,6.38049344,95.9274063,Uttar Pradesh,Peaty Soil,methileaves,1143.81
94.0,36.0,19.0,19.41829443,65.16004533,5.25585572,298.80966762,Tamil Nadu,Saline Soil,chickpea,1776.95
79.0,46.0,19.0,23.08669739,66.9736191,6.26310364,128.28681852,Haryana,Desert Soil,coconut,2379.67
92.0,57.0,17.0,25.24364691,70.24034975,6.45477473,62.57600679,Uttarakhand,Alluvial Soil,turnip,1379.98
86.0,47.0,21.0,22.85726944,57.46123501,7.27128715,113.8942361,Madhya Pradesh,Desert Soil,wheatatta,2348.45
75.0,58.0,19.0,18.23989569,64.8071736,7.18899794,220.05392177,Chhattisgarh,Coastal Soil,maize,2960.68
61.0,59.0,33.0,20.06482574,76.9879581,5.93892542,104.43077328,Haryana,Alluvial Soil,cotton,4931.02
66.0,57.0,32.0,19.04262433,81.4040284,7.01413206,121.63978879,Nagaland,Forest Soil,turmeric,14453.67
92.0,36.0,44.0,25.59266423,72.81223306,7.07638448,214.88080028,Goa,Red Soil,bittergourd,1602.15
96.0,42.0,35.0,20.4975916,76.41069866,5.27631739,122.87325594,Rajasthan,Saline Soil,guar,2300.96
86.0,45.0,20.0,18.78331401,55.32610464,6.09373677,139.86435598,Uttar Pradesh,Black Soil,brinjal,1711.75
74.0,36.0,15.0,21.73503584,77.58270244,5.90761537,291.17484663,Goa,Coastal Soil,ghee,2629.6
98.0,59.0,29.0,18.77844389,77.68862146,7.54440263,115.28902204,Himachal Pradesh,Desert Soil,ridgegourd,1255.01
74.0,42.0,26.0,22.79918169,57.92118941,6.35615739,225.33976797,Gujarat,Coastal Soil,maidaatta,2078.41
79.0,38.0,33.0,19.08601837,57.27995721,5.14769277,125.66584335,Gujarat,Red Soil,carrot,1464.1
87.0,37.0,45.0,19.90712771,75.54669091,5.70854588,252.54122859,Chhattisgarh,Black Soil,dusterbeans,1370.79
76.0,37.0,34.0,20.64002675,83.69643564,6.11079423,189.75182517,Rajasthan,Peaty Soil,barley,2890.83
75.0,44.0,34.0,20.76758789,73.46596531,6.59831945,217.39217225,West Bengal,Alluvial Soil,betalleaves,2564.39
87.0,47.0,35.0,22.14946363,66.97543738,5.67851397,133.05583466,Punjab,Coastal Soil,arecanut,2024.07
61.0,40.0,43.0,26.52757728,72.48728244,6.46325327,197.55183105,Haryana,Red Soil,coconut,1146.12
80.0,36.0,40.0,19.12516008,65.09047444,5.83565172,182.00951839,Uttar Pradesh,Black Soil,frenchbeans,1155.33
72.0,44.0,27.0,20.46345899,78.46671176,7.35103512,287.44273057,Punjab,Saline Soil,nigerseed,1796.2
66.0,55.0,41.0,24.93440823,71.18688642,7.6277951,223.7406489,Chhattisgarh,Laterite Soil,amla,2082.76
71.0,55.0,39.0,24.98303791,69.53700923,7.92036159,88.44976189,Chhattisgarh,Saline Soil,pineapple,2165.71
95.0,41.0,16.0,24.17683088,59.69437312,5.11480849,203.0681416,Jharkhand,Mountain Soil,blackgram,2425.06
70.0,53.0,30.0,22.43115745,83.45095668,7.68985705,61.6953465,Rajasthan,Desert Soil,betalleaves,1086.32
83.0,50.0,39.0,22.9429776,61.90352696,7.72035818,212.44933503,Punjab,Red Soil,spinach,1273.43
69.0,45.0,18.0,19.0691913,69.43913063,7.17670219,228.03302047,Tamil Nadu,Mountain Soil,turnip,2095.79
97.0,54.0,27.0,23.70656468,56.25807929,7.08459939,97.26084792,Uttarakhand,Forest Soil,pear,1116.7
92.0,53.0,37.0,23.70521298,81.42584468,5.20861864,118.97273732,Manipur,Coastal Soil,rajgir,2046.42
62.0,48.0,42.0,22.33362804,61.08869903,7.09888149,120.24958895,Nagaland,Laterite Soil,greenavare,1905.16
95.0,38.0,21.0,21.96084,83.78222838,5.00824018,71.39567643,Nagaland,Black Soil,paddy,2797.93
89.0,43.0,15.0,23.72500018,55.7680164,5.90193516,138.34609962,Kerala,Desert Soil,whitepumpkin,2480.12
68.0,48.0,27.0,21.58685377,64.68544232,5.25029639,118.67844368,Madhya Pradesh,Peaty Soil,watermelon,1769.37
78.0,42.0,35.0,20.37666074,70.51187891,6.21026503,141.96938677,Meghalaya,Saline Soil,nigerseed,2322.89
78.0,38.0,31.0,19.52783695,76.62600448,5.61409373,230.33759311,Himachal Pradesh,Laterite Soil,garlic,5567.29
65.0,57.0,42.0,19.41127353,65.17258023,7.51954336,81.03485617,Rajasthan,Peaty Soil,moongdal,1447.4
78.0,49.0,32.0,18.93271714,84.46453912,5.37933982,220.07938872,Maharashtra,Alluvial Soil,greenonion,2993.89
61.0,58.0,44.0,20.91602534,62.30819615,6.68646675,263.35152117,Nagaland,Saline Soil,chanadal,1069.67
81.0,45.0,34.0,24.79803838,67.30596561,7.89090678,71.82598289,Haryana,Saline Soil,pigeonpea,2756.65
84.0,36.0,32.0,25.61415815,79.72293352,7.84754008,210.23086916,Nagaland,Peaty Soil,groundnutseed,1088.39
67.0,46.0,21.0,21.04603397,66.88730846,5.69955727,230.79107193,Jharkhand,Red Soil,suvarnagadde,1645.2
78.0,48.0,30.0,22.88191824,65.79715327,6.36085398,107.45730671,Manipur,Coastal Soil,kidneybeans,2158.78
65.0,36.0,44.0,19.35445231,74.78870929,5.7655188,227.65655867,Maharashtra,Red Soil,watermelon,1659.81
97.0,50.0,21.0,26.76881126,64.91880984,5.90209058,189.81531748,Karnataka,Desert Soil,pigeonpeas,1045.54
87.0,51.0,17.0,19.48335198,70.22179588,5.01399087,253.27813286,Assam,Peaty Soil,cucumber,1171.15
97.0,45.0,35.0,26.28361097,59.73500545,5.41867427,152.80226186,Manipur,Black Soil,hybridcumbu,1565.89
89.0,39.0,26.0,26.98418757,71.2234535,6.49928957,180.17407477,Tripura,Coastal Soil,chanadal,2867.18
92.0,59.0,39.0,21.5483448,79.03410365,7.23405438,242.37414096,Meghalaya,Desert Soil,moongdal,2494.38
76.0,54.0,19.0,18.00172226,61.64539303,5.09082002,148.07851,Goa,Forest Soil,cumbu,1514.91
82.0,48.0,31.0,25.50619995,61.97609468,6.44907694,120.17494855,Arunachal Pradesh,Peaty Soil,gingellyoil,1872.29
99.0,59.0,25.0,19.29747093,80.01062868,7.72785989,87.9614619,Uttar Pradesh,Alluvial Soil,orange,6339.2
72.0,56.0,30.0,22.87965229,77.1268972,5.65389203,271.70067421,Mizoram,Mountain Soil,taramira,1582.48
95.0,58.0,21.0,23.48593816,81.35933605,5.5084576,137.83282164,Maharashtra,Desert Soil,sugar,3370.23
74.0,39.0,33.0,23.11049581,83.08866256,6.08670463,234.77569183,Assam,Peaty Soil,pineapple,1124.27
87.0,37.0,25.0,25.20382321,72.3276626,6.21754531,126.5858772,Kerala,Alluvial Soil,arecanut,2814.63
88.0,47.0,37.0,18.88225399,60.02521763,7.77042,100.40505936,Mizoram,Coastal Soil,gingellyoil,2750.21
60.0,40.0,23.0,18.44459229,80.66932685,7.38289219,158.73907209,Assam,Forest Soil,gingellyoil,1192.53
83.0,42.0,28.0,25.65559831,63.16131767,7.36488116,98.7280542,Assam,Laterite Soil,chholia,1399.28
85.0,39.0,37.0,20.01148384,60.42342178,7.44108857,91.79666705,Rajasthan,Peaty Soil,greengram,2585.98
97.0,37.0,17.0,19.9598095,55.45333479,6.03356153,251.7413645,Kerala,Saline Soil,suvarnagadde,2596.63
72.0,55.0,19.0,22.46616901,64.58875802,7.97169801,257.96241445,Assam,Saline Soil,garlic,10782.57
97.0,50.0,22.0,26.74759773,68.04944489,6.1874746,111.98801723,Punjab,Saline Soil,garlic,7511.41
65.0,57.0,26.0,22.65755526,56.49962268,5.00953878,147.70941936,Punjab,Peaty Soil,amorphophallus,2052.49
98.0,43.0,34.0,23.31796683,84.81232556,7.95666125,224.62419834,Chhattisgarh,Alluvial Soil,parval,2737.03
64.0,45.0,33.0,20.06997002,75.79486246,5.32435136,206.24197639,Manipur,Alluvial Soil,sweetpumpkin,2013.04
61.0,37.0,29.0,26.35505207,60.11195419,7.57535464,172.77765608,Madhya Pradesh,Saline Soil,suvarnagadde,2318.39
96.0,45.0,45.0,24.97098939,68.97610142,5.83385469,110.75930997,Uttar Pradesh,Coastal Soil,ashgourd,1922.92
71.0,55.0,25.0,20.00191571,80.29957638,7.21395539,153.56440652,Haryana,Forest Soil,sesamum,2930.98
72.0,52.0,29.0,24.18397115,69.18826544,5.71169977,85.85494638,Arunachal Pradesh,Laterite Soil,sugar,2563.58
64.0,56.0,24.0,21.62277793,60.31709878,6.14091367,108.67121764,Goa,Desert Soil,bottlegourd,1655.03
70.0,53.0,41.0,18.42586174,58.021446,7.16152564,99.00037958,Maharashtra,Red Soil,suvarnagadde,2127.84
97.0,53.0,37.0,26.64808765,60.79530524,7.94851779,292.54136799,Tamil Nadu,Red Soil,arecanut,1703.02
75.0,45.0,34.0,21.5200081,60.14996603,5.62722676,99.97044889,Rajasthan,Black Soil,ginger,14072.84
84.0,40.0,21.0,26.93412013,69.04418912,6.3935627,64.90212145,Sikkim,Saline Soil,horsegram,1159.45
69.0,60.0,28.0,23.78891677,73.04226862,6.9910899,133.51792491,Kerala,Desert Soil,pear,2728.48
79.0,53.0,45.0,20.34069755,81.97656061,5.2156126,279.08118766,Uttarakhand,Red Soil,snakeguard,1374.9
89.0,40.0,36.0,23.74193558,79.75007959,6.15046041,217.6923295,Kerala,Black Soil,horsegram,1208.38
96.0,51.0,38.0,22.64460638,77.13316398,6.06263053,219.08025552,Gujarat,Forest Soil,paddy,2886.04
73.0,51.0,28.0,19.58923287,68.81030999,6.52468191,141.23727417,Odisha,Black Soil,blackgram,1892.37
77.0,54.0,22.0,22.92670179,75.90367011,5.580569,271.55051217,Arunachal Pradesh,Saline Soil,urddal,2796.32
65.0,58.0,20.0,19.18718538,71.45326078,5.10875291,170.79913076,Jharkhand,Mountain Soil,sapota,2227.69
82.0,47.0,36.0,22.01566132,82.64509695,5.21997048,244.47649389,Tripura,Mountain Soil,coconut,1890.11
64.0,44.0,22.0,26.60600113,84.75564161,5.38512891,257.90632653,Maharashtra,Mountain Soil,amorphophallus,2362.12
62.0,50.0,30.0,24.90016247,62.1254148,5.15238884,167.46177593,Odisha,Coastal Soil,thinai,2139.63
97.0,50.0,16.0,25.27758064,60.03793562,6.33981798,68.3064595,Maharashtra,Coastal Soil,groundnutseed,1629.55
95.0,38.0,21.0,24.20154915,56.60975293,6.32789537,163.17925981,West Bengal,Coastal Soil,kinnow,2565.78
78.0,42.0,19.0,25.94451366,81.10172548,6.11616658,216.81518183,Telangana,Peaty Soil,paddy,2205.96
99.0,37.0,44.0,21.20292225,69.02048377,7.22267499,207.77017657,Uttar Pradesh,Mountain Soil,bengalgram,2678.2
66.0,53.0,22.0,19.33740525,82.28907927,7.58942503,179.64897429,Arunachal Pradesh,Coastal Soil,pigeonpeas,2834.86
99.0,47.0,27.0,26.9108934,59.084777,6.22694812,291.25221697,Chhattisgarh,Desert Soil,blackpepper,7218.31
100.0,52.0,32.0,23.24773497,74.46339802,6.59213958,153.72026456,Goa,Peaty Soil,redgram,2354.51
100.0,52.0,33.0,26.30083336,74.51754176,7.3355477,95.85786838,Tamil Nadu,Black Soil,maize,2318.27
95.0,40.0,25.0,25.05784587,70.84739204,7.5172522,94.16137156,Assam,Mountain Soil,tapioca,2872.52
98.0,60.0,27.0,23.67238097,58.85967389,5.46140333,94.30285242,Punjab,Desert Soil,muskmelon,2797.66
84.0,38.0,24.0,19.45020038,77.00871825,5.16864124,85.43486932,Bihar,Peaty Soil,pomegranate,4518.93
79.0,60.0,39.0,22.28336571,61.52341095,5.74568793,68.64552716,Telangana,Alluvial Soil,tapioca,2221.58
86.0,37.0,22.0,20.79721611,83.993018,6.91152287,299.02062903,Maharashtra,Alluvial Soil,mungbean,1089.84
65.0,37.0,27.0,19.13854146,79.8478396,7.84773417,154.48483083,Meghalaya,Saline Soil,sapota,1139.95
92.0,52.0,33.0,22.40680515,69.67031661,7.3292016,217.36301538,Jharkhand,Desert Soil,jaggery,1477.83
96.0,59.0,24.0,22.59420337,64.58593333,7.96700345,74.90373458,Assam,Desert Soil,nigerseed,2279.71
88.0,59.0,35.0,20.4400145,75.65937938,5.28510614,72.75025606,Uttarakhand,Laterite Soil,whitepumpkin,2251.52
94.0,41.0,26.0,21.31385722,74.73559635,5.76414622,213.58976619,Goa,Red Soil,copra,2221.17
67.0,40.0,37.0,24.22273272,63.23086831,6.83732432,92.40600317,Kerala,Coastal Soil,snakeguard,1000.38
82.0,60.0,34.0,19.86018019,80.00036141,6.22746909,237.39741111,Assam,Forest Soil,suvarnagadde,1365.88
71.0,37.0,22.0,24.20238474,69.06932176,7.70024872,223.36532412,Tamil Nadu,Forest Soil,pomegranate,7151.58
87.0,40.0,37.0,23.86615914,77.82021618,6.65927474,162.37335931,Manipur,Forest Soil,seemebadnekai,1739.34
89.0,48.0,29.0,24.8044107,65.12117664,6.68517179,95.44781974,Punjab,Black Soil,greenavare,2552.36
85.0,37.0,31.0,26.95963173,58.51097963,5.84466353,284.65081595,Assam,Red Soil,ladiesfinger,2798.42
84.0,56.0,20.0,26.40167916,67.59613334,5.48129448,100.70967629,Madhya Pradesh,Saline Soil,lentil,1191.46
66.0,57.0,29.0,25.00702425,79.19079004,7.54882239,200.42311356,Sikkim,Mountain Soil,suvarnagadde,1368.18
92.0,38.0,26.0,22.77284759,65.72791602,7.03017256,170.11633392,Gujarat,Desert Soil,pumpkin,1447.19
62.0,53.0,23.0,26.7323345,70.63077333,5.63333782,162.30384507,Punjab,Coastal Soil,frenchbeans,1292.43
62.0,37.0,21.0,23.47953753,61.86430984,6.05007854,66.04985353,Rajasthan,Black Soil,onion,2929.43
82.0,41.0,23.0,22.53551638,59.41702145,7.36868213,193.36253927,Uttar Pradesh,Coastal Soil,groundnutseed,1859.28
62.0,35.0,23.0,22.95545741,70.87130082,7.91609662,209.28093352,Andhra Pradesh,Forest Soil,ghee,2014.91
64.0,50.0,45.0,21.92776368,64.98776617,7.31810999,241.92314518,Assam,Desert Soil,turnip,2042.66
89.0,56.0,43.0,22.40143692,69.96133741,7.52979769,147.06378265,Chhattisgarh,Peaty Soil,brokenrice,1511.66
100.0,50.0,39.0,19.92161591,73.11837902,7.5310554,211.38733586,Meghalaya,Mountain Soil,carrot,1099.34
85.0,46.0,34.0,19.67159387,58.86876717,7.78955342,236.5451488,Kerala,Alluvial Soil,pumpkin,1300.53
77.0,59.0,32.0,26.37050771,70.49999799,7.04198919,275.35793226,Rajasthan,Black Soil,littlegourd,2120.49
97.0,37.0,26.0,19.18887066,74.17984236,6.01971363,166.42316852,Tripura,Coastal Soil,sapota,2197.97
88.0,45.0,30.0,23.71386508,61.87853103,5.61410609,163.92896259,Punjab,Mountain Soil,mango,3958.64
96.0,44.0,16.0,25.03706224,70.72075555,7.91611376,137.71566735,Tamil Nadu,Alluvial Soil,coconutseed,2050.86
91.0,36.0,42.0,20.29045407,70.28460871,6.5687233,73.46979929,Odisha,Alluvial Soil,knoolkhol,2378.88
94.0,40.0,27.0,20.07101689,58.02631963,5.50011566,157.30285151,Uttar Pradesh,Saline Soil,pigeonpeas,1252.89
95.0,39.0,21.0,24.1597255,58.10862523,5.88664971,132.14174303,Chhattisgarh,Laterite Soil,blackpepper,6018.57
87.0,47.0,30.0,19.62060015,78.22360735,7.90164256,192.84240859,Punjab,Red Soil,mustardoil,1017.63
91.0,48.0,33.0,24.22232107,78.41825263,6.34378358,269.63132959,Punjab,Alluvial Soil,cotton,4212.49
99.0,54.0,36.0,20.79076996,82.08064052,6.60389433,299.13438963,Andhra Pradesh,Mountain Soil,jute,2693.65
68.0,53.0,44.0,26.17230606,76.22311942,7.54244313,170.13929448,Goa,Peaty Soil,ladiesfinger,1306.0
69.0,41.0,40.0,26.8299509,65.88003979,5.4718365,72.61503804,West Bengal,Desert Soil,seam,1582.91
88.0,54.0,42.0,21.35366447,60.27768353,6.94517315,231.1430044,Andhra Pradesh,Laterite Soil,tobacco,2792.49
